Title,Text
"Fitness Trackers Bad at Measuring Calories Burned, Study Says","Fitness Trackers Bad at Measuring Calories Burned, Study Says share See comments 
It’s probably not a good idea to decide what to eat based on how many calories your wearable fitness tracker says you’ve burned, according to a new study. 
Researchers at Stanford University in California, who tested several popular fitness trackers on 60 volunteers, say the fitness trackers are good for measuring heart rate and counting steps, but they’re bad at measuring energy expenditure. 
The volunteers, 29 men and 31 women, engaged in a variety of physical activities, including walking or running on a treadmill or riding a stationary bike. Their heart rates were measured using a medical-grade electrocardiograph. Energy expenditure was determined by measuring the levels of oxygen and carbon dioxide in the volunteers’ breath. 
Six of the seven devices tested, which included the Apple Watch, Basis Peak, Fitbit Surge, Microsoft Band, Mio Alpha 2, PulseOn and the Samsung Gear S2, did a good job measuring heart rate, coming within 5 percent of the accuracy of the electrocardiograph. 
However, when it came to measuring calories burned, they did not do a very good job, with the most accurate tracker off by 27 percent. One was off by 93 percent. 
“People are basing life decisions on the data provided by these devices,” said Euan Ashley, a professor of cardiovascular medicine, of genetics and of biomedical data science at Stanford, who added that consumer devices aren’t held to the same standards as medical devices. 
Ashley was surprised by the results. 
“The heart rate measurements performed far better than we expected,” he said. “But the energy expenditure measures were way off the mark. The magnitude of just how bad they were surprised me.” 
The findings were published May 24 in the Journal of Personalized Medicine . Your opinion"
"May 25, 2017","May 25, 2017 2:19 PM A look at the best news photos from around the world. Show more 1 Facebook CEO and Harvard dropout Mark Zuckerberg, right, gestures as actor James Earl Jones, left, looks on while seated on stage during Harvard University commencement exercises, in Cambridge, Massachusetts. Zuckerberg was presented with an honorary Doctor of Laws degree and gave a commencement address. 2 A Thunderbolt-2000 wheeled MLRS system fires at a target during the annual Han Kuang exercises on the outlying Penghu Island, Taiwan. 3 Crowds look at the balloons, flowers and messages of condolences at a makeshift memorial for the victims of the deadly Manchester Arena attack, in Manchester, Britain. 4 Doctors of the Aegean Team depart for the island of Donousa from the island of Fournoi, Greece."
Greece: Ex-PM Injured in Car Blast,"Former Greek Prime Minister Lucas Papademos was injured Thursday when a bomb exploded inside his vehicle in Athens, officials said.
Two Bank of Greece employees in the car were also injured. All three were conscious and hospitalized in stable condition, government spokesman Dimitris Tzanakopoulos said, calling the blast an ""attack.""
""With all out heart, we wish Mr. Papademos and his companions a speedy recovery. The prime minister has been updated about all the events by the minister of public order and he will continue to receive updates,'' Tzanakopoulos said.
There was no immediate claim of responsibility for the attack.
Papademos, 69,served as Greece's prime minister for six months in 2011 and 2012 after socialist George Papandreou resigned during the debt crisis to make way for a national unity government.
A respected economist and former European Central Bank deputy governor, Papademos steered the country through tough austerity measures and was credited with preventing the collapse of the country's international bailout at the time."
Appeals Court Upholds Stay on Trump Travel Order,"Sessions Vows to Take Trump Travel Order to Supreme Court share Print 
U.S. Attorney General Jeff Sessions said Thursday that he would ask the Supreme Court to review an appeals court ruling that blocks President Donald Trump's executive order limiting travel to the U.S. from six predominantly Muslim countries. 
Sessions issued a statement saying, ""President Trump's executive order is well within his lawful authority to keep the nation safe."" 
""The Department of Justice strongly disagrees with the decision of the divided court, which blocks the president's efforts to strengthen this country's national security. ... The president is not required to admit people from countries that sponsor or shelter terrorism, until he determines that they can be properly vetted and do not pose a security risk to the United States,"" the attorney general said. 
Sessions was responding to a ruling earlier in the day by the 4th U.S. Circuit Court of Appeals in Richmond, Virginia, in which it declined to reinstate the three-month ban on most travelers from the six nations. 
The court said the executive order did amount to a Muslim ban. ""Laid bare, this executive order is no more than what the president promised before and after his election: naked invidious discrimination against Muslims,"" the judges said in their 205-page ruling. 
A majority of the panel of 13 judges ruling in the case cited Trump's tweets, television interviews and statements posted on his campaign website as evidence of his intent. 
Three judges dissented on the ground that the executive order did not mention religion. 
""Far from containing the sort of religious advocacy or disparagement that can violate the Establishment Clause, the order contains no reference to religion whatsoever. Nor is there any trace of discriminatory animus,"" the dissenting judges wrote. 
They also criticized the use of campaign material as evidence: ""If a court, dredging through the myriad remarks of a campaign, fails to find material to produce the desired outcome, what stops it from probing deeper to find statements from a previous campaign, or from a previous business conference, or from college?"" 
In March, a federal judge in Maryland blocked the travel ban, which itself was a revised version of one issued in January that was tweaked after encountering legal roadblocks. 
The appeals court majority did not think the second version was an improvement. 
""Significantly, in revising the order, the executive branch did not attempt to walk away from its previous discriminatory order. Instead, it simply attempted to effectuate the same discrimination through a slightly different vehicle — the proverbial wolf in sheep's clothing."" 
The Trump administration was given 90 days to appeal. 
One of the plaintiffs in the suit, the International Refugee Assistance Project, vowed to fight ""as long as it takes."" IRAP's director, Becca Heller, said: ""Once again, the courts have confirmed that the Muslim ban is discriminatory and harmful. The president cannot simply slap the words 'national security' on an unconstitutional policy and get away with it."" 
A part of the executive order stopping refugee arrivals for 120 days was not included in Thursday's ruling. But a second appeals court, the 9th Circuit in San Francisco, is reviewing the travel order on a wider basis, including the ban on refugees. 
The original stay in the 9th Circuit case was issued by a judge in Hawaii. 
VOA's Victoria Macchi contributed to this report. More US Stories"
"Fitness Trackers Bad at Measuring Calories Burned, Study Says","It’s probably not a good idea to decide what to eat based on how many calories your wearable fitness tracker says you’ve burned, according to a new study.
Researchers at Stanford University in California, who tested several popular fitness trackers on 60 volunteers, say the fitness trackers are good for measuring heart rate and counting steps, but they’re bad at measuring energy expenditure.
The volunteers, 29 men and 31 women, engaged in a variety of physical activities, including walking or running on a treadmill or riding a stationary bike. Their heart rates were measured using a medical-grade electrocardiograph. Energy expenditure was determined by measuring the levels of oxygen and carbon dioxide in the volunteers’ breath.
Six of the seven devices tested, which included the Apple Watch, Basis Peak, Fitbit Surge, Microsoft Band, Mio Alpha 2, PulseOn and the Samsung Gear S2, did a good job measuring heart rate, coming within 5 percent of the accuracy of the electrocardiograph.
However, when it came to measuring calories burned, they did not do a very good job, with the most accurate tracker off by 27 percent. One was off by 93 percent.
“People are basing life decisions on the data provided by these devices,” said Euan Ashley, a professor of cardiovascular medicine, of genetics and of biomedical data science at Stanford, who added that consumer devices aren’t held to the same standards as medical devices.
Ashley was surprised by the results.
“The heart rate measurements performed far better than we expected,” he said. “But the energy expenditure measures were way off the mark. The magnitude of just how bad they were surprised me.”
The findings were published May 24 in the Journal of Personalized Medicine ."
Opposition Cries Foul as Pakistan Cracks Down on Social Media,"Opposition Cries Foul as Pakistan Cracks Down on Social Media May 25, 2017 3:49 PM Ayesha Tanzeem 

"
Greece: Ex-PM Injured in Car Blast,"Greece: Ex-PM Injured in Car Blast share See comments 
Former Greek Prime Minister Lucas Papademos was injured Thursday when a bomb exploded inside his vehicle in Athens, officials said. Two Bank of Greece employees in the car were also injured. All three were conscious and hospitalized in stable condition, government spokesman Dimitris Tzanakopoulos said, calling the blast an ""attack.""""With all out heart, we wish Mr. Papademos and his companions a speedy recovery. The prime minister has been updated about all the events by the minister of public order and he will continue to receive updates,'' Tzanakopoulos said. There was no immediate claim of responsibility for the attack. Papademos, 69,served as Greece's prime minister for six months in 2011 and 2012 after socialist George Papandreou resigned during the debt crisis to make way for a national unity government. 
A respected economist and former European Central Bank deputy governor, Papademos steered the country through tough austerity measures and was credited with preventing the collapse of the country's international bailout at the time. Your opinion"
Fresh Taliban Attacks Kill 25 Members of Afghan Forces,"Fresh Taliban Attacks Kill 25 Members of Afghan Forces share Print ISLAMABAD, PAKISTAN — 
A suicide car bombing and clashes with Taliban insurgents across Afghanistan have killed at least 25 security personnel. 
The violence comes as the United Nations urges parties to the Afghan conflict to cease hostilities during the Islamic holy month of Ramadan, beginning this week. 
Local television stations quoted security officials in the embattled Helmand province as saying that a suicide bomber Thursday afternoon rammed his explosives-laden car into an office of the Afghan intelligence agency. 
Initial reports said at least six people were killed and several more wounded. The district chief of the National Directorate of Security (NDS), Tor Jan, was said to be among the dead. 
The Taliban claimed credit for the violence, with a spokesman saying the massive explosion destroyed the facility in the Washir district and killed at least 20 people, including Jan. 
The Islamist insurgency often releases inflated tolls for such attacks. Helmand is the largest Afghan province and is mostly controlled by, or under the influence of, the Taliban. 
Meanwhile, officials in neighboring Kandahar province have confirmed that a Taliban ambush Wednesday night left at least 13 Afghan soldiers dead and eight others wounded. 
Defense Ministry spokesman Dawlat Waziri said in Kabul that dozens of insurgents participated in the deadly assault that targeted an Afghan military base in the Maiwand district. He added that Afghan forces drove the assailants back, killing about 20 of them. 
This was the second insurgent attack on a military installation this week in Kandahar. 
Taliban fighters on Monday night staged a surprise assault on several security outposts in the Shahwali Kot district, killing at least 20 Afghan soldiers and wounding 15 others. 
On Wednesday, the Taliban also assaulted security outposts in western Badghis province, killing at least six Afghan forces and wounding several others. 
The increase in the number of casualties among Afghan security forces has been a cause of serious concern for the government and its international partners. 
The head of the U.N. Assistance Mission in Afghanistan, or UNAMA, has appealed for a cessation in hostilities during Ramadan. 
""In the same spirit, I would like to call parties to the conflict to respect this religious obligation and halt the fighting,"" said Tadamichi Yamamoto. 
Also Thursday, officials in the northern Afghan city of Kunduz reported that a Taliban rocket attack in the early morning hit a school in the provincial capital, killing at least one student and wounding nine others. 
The deaths come as Afghan civilian casualties already have risen to record levels in the first four months of 2017, according to UNAMA. Related"
Fresh Taliban Attacks Kill 25 Members of Afghan Forces,"ISLAMABAD, PAKISTAN — A suicide car bombing and clashes with Taliban insurgents across Afghanistan have killed at least 25 security personnel.
The violence comes as the United Nations urges parties to the Afghan conflict to cease hostilities during the Islamic holy month of Ramadan, beginning this week.
Local television stations Quote: d security officials in the embattled Helmand province as saying that a suicide bomber Thursday afternoon rammed his explosives-laden car into an office of the Afghan intelligence agency.
Initial reports said at least six people were killed and several more wounded. The district chief of the National Directorate of Security (NDS), Tor Jan, was said to be among the dead.
The Taliban claimed credit for the violence, with a spokesman saying the massive explosion destroyed the facility in the Washir district and killed at least 20 people, including Jan.
The Islamist insurgency often releases inflated tolls for such attacks. Helmand is the largest Afghan province and is mostly controlled by, or under the influence of, the Taliban.
Meanwhile, officials in neighboring Kandahar province have confirmed that a Taliban ambush Wednesday night left at least 13 Afghan soldiers dead and eight others wounded.
Defense Ministry spokesman Dawlat Waziri said in Kabul that dozens of insurgents participated in the deadly assault that targeted an Afghan military base in the Maiwand district. He added that Afghan forces drove the assailants back, killing about 20 of them.
This was the second insurgent attack on a military installation this week in Kandahar.
Taliban fighters on Monday night staged a surprise assault on several security outposts in the Shahwali Kot district, killing at least 20 Afghan soldiers and wounding 15 others.
On Wednesday, the Taliban also assaulted security outposts in western Badghis province, killing at least six Afghan forces and wounding several others.
The increase in the number of casualties among Afghan security forces has been a cause of serious concern for the government and its international partners.
The head of the U.N. Assistance Mission in Afghanistan, or UNAMA, has appealed for a cessation in hostilities during Ramadan.
""In the same spirit, I would like to call parties to the conflict to respect this religious obligation and halt the fighting,"" said Tadamichi Yamamoto.
Also Thursday, officials in the northern Afghan city of Kunduz reported that a Taliban rocket attack in the early morning hit a school in the provincial capital, killing at least one student and wounding nine others.
The deaths come as Afghan civilian casualties already have risen to record levels in the first four months of 2017, according to UNAMA."
US Urges China to Release Jailed Taiwanese NGO Worker,"US Urges China to Release Jailed Taiwanese NGO Worker share See comments STATE DEPARTMENT — 
After the Chinese government detained her husband on March 19, Ching-yu Lee, wife of Taiwanese nongovernmental organization worker Ming-che Lee, dedicated herself to a rescue mission that raises international awareness and seeks his release. 
Ching-yu Lee received a warm reception from senior U.S. officials and congressional members during a recent trip to Washington. 
A State Department spokesman told VOA on Wednesday that Virginia Bennett, the acting assistant secretary for democracy, human rights and labor affairs, greeted Lee and a delegation of wives of human rights activists who are detained in China. Virginia Bennett, the U.S. State Department’s acting assistant secretary for democracy, human rights and labor affairs, greeted Ching-yu Lee at the department, May 17, 2017. (whereislee.org) 
""We are aware of reports that China has detained Ming-che Lee, a human rights advocate from Taiwan, under vague state security charges and without access to a lawyer or family,"" she said. ""We urge the immediate release of all who have been detained for advocacy on behalf of democracy and human rights."" 
Flight to Macau 
Lee, 42, disappeared on March 19 after a flight from Taipei to the Chinese territory of Macau and before crossing a land border into mainland China where a friend was waiting, according to his colleagues in Taipei. His whereabouts remain unknown. 
Lee's wife pledged to ""continue to move forward"" with the rescue campaign. 
""As human rights workers, we don't have the rights to be pessimistic,"" Lee said this week after returning to Taipei. 
Matthew Pottinger, White House National Security Council senior director for Asian affairs, shared his experience in a recent meeting, according to Lee. Pottinger was detained in 2004 when, as a reporter for The Wall Street Journal , he was covering news in a village in China's Jiangsu province. In a photo taken on May 19, Matthew Pottinger, White House National Security Council senior director for Asian affairs, shared his experience with Ching-yu Lee, May 19, 2017. (whereislee.org) 
Pottinger told Lee to help her husband ""learn to let go,"" if released, of all kinds of humiliation and torture that may occur during isolation and secret interrogation. ""Help him to be at peace with himself,"" said Pottinger, Lee recalled in a blog . 
Lee's case has sparked debate about whether China has the right to jail him. 
China claims democratically ruled Taiwan is part of its territory, and it has never renounced the use of military force to bring the island under Beijing's control. The U.S. broke diplomatic ties with Taiwan in 1979. 
Some ties continue 
The Taiwan Relations Act (TRA) approved that year by Congress allows the continuation of ""commercial, cultural and other relations between the people of the United States and the people of Taiwan"" in the absence of diplomatic ties. 
""Nothing contained in this act shall contravene the interest of the United States in human rights,"" the TRA says. ""The preservation and enhancement of the human rights of all the people on Taiwan are hereby reaffirmed as objectives of the United States."" 
Ross Darrell Feingold, a Taiwan-based American lawyer and political risk consultant, told VOA, ""China's government won't be persuaded by arguments that it lacks the jurisdiction to detain Lee, as it will, of course, cite its broad national security laws as a sufficient reason to detain him."" 
Feingold, who is the Asia director of the Association of American Residents Overseas, said Lee's case is different from others. While there is a recent history of numerous detentions involving both foreign businesspersons and nongovernmental organization workers, ""often those detained are based in China, rather than short-term visitors,"" he said. 
Coen Blaauw, a spokesman for the Washington-based Formosan Association for Public Affairs, which promotes Taiwan's self-determination, told VOA that by ""arresting and detaining Taiwanese citizens,"" the Chinese do not ""enamor them to the people of Taiwan."" 
Looking to Congress 
Lee and wives of other human rights activists detained by China — mainland lawyers Jingling Tang, Tianyong Jiang and Yang Xie — issued their appeals at a recent congressional hearing, calling on Washington to press Beijing to free activists and end torture. 
ChinaAid, a U.S.-based nonprofit Christian human rights organization, said the wives presented the cases of their jailed husbands to American lawmakers May 18, asking them to ""examine the torture, disappearances and detention of human rights lawyers and democracy advocates in China."" 
ChinaAid facilitated the meetings of activists' wives with U.S. officials and congressional members. 
Amnesty International said Lee's detention raises fears that China is broadening its crackdown on legitimate activism, and it urged authorities to provide further details about his detention. Your opinion"
US-China Ties in Arts and Education Deepen,"US-China Ties in Arts and Education Deepen share See comments LOS ANGELES — 
On the political and military front, U.S.-China relations have been an often-tense dance between governments. However, in arts and education, many say the relationship is deepening. There is debate among Americans as to whether the ties are positive or negative. 
Some say this is progress that is reaping economic and cultural benefits for citizens in both countries. 
""When people collaborate on making anything artistic, there's an emotional pull inside of that and if it works well, you not only have a great business, you also have a great diplomatic cohesion between the two countries,"" said Chris Fenton, U.S.-Asia Institute Trustee and the President of DMG Entertainment. 
In August, Fenton will be taking a group of U.S. lawmakers to China to look at the country's growing entertainment and media industry, with the hope of even more Chinese investment in Hollywood. On Jan. 21, 2011, then-Chinese President Hu Jintao visits the The Confucius Institute which is housed at Walter Payton College Preparatory High School in Chicago. 
Chinese language and culture 
China has also been investing in educating Americans in language and culture through its Confucius Institutes. Mandarin immersion kindergarten teacher Carol Chen says the University of California Los Angeles Confucius Institute has been a good resource for her and her students. 
""For example, books and also resources of our Chinese cultures. One of the years, they actually brought Chinese folk culture tradition to the campus,"" said Chen, who teaches at Broadway Elementary, a dual language immersion school. 
Funded by the Chinese government, there are nearly 500 Confucius Institutes globally, most on university campuses. The UCLA Confucius Institute taps into the local Mandarin-speaking population to develop a pipeline of Mandarin teachers. It also provides cross-cultural programs in the arts.""Bringing more artists together and exposing them to each other's culture and to shared cultural experience with China, you're sort of training, sort of a new generation of diplomats,"" said Susan Pertel Jain, UCLA Confucius Institute Executive Director. 
But long-time critic and academic Perry Link says Confucius Institutes are an example of China's soft power. 
""Soft power is cultural or educational things that cause people in other countries to view one's own country in a more friendly way. To reach out into the world with soft power is a new thing from the Chinese government's point of view, but an important thing because the rest of the successful world seems to be doing it,"" said Link, who is the University of California Riverside's Chancellorial Chair for Innovation in Teaching Across Disciplines. 
But Link says the presence of the Confucius Institutes on university campuses is dangerous because it often limits academic freedom to discuss China's human rights issues. 
""It's induced self-censorship. That is, ‘We are going to give you these funds and you can invite speakers about China and the fund comes from Beijing and you know that and we know that.’ Now, as the director of a Confucius Institute, do you think, ‘Oh, I'll invite the Dalai Lama’ to speak? No.Of course you don't do that,"" Link said. 
But Jain said the UCLA Confucius Institute does not back away from touchy topics. 
""Whether it's artists that we present there who were active in sort of [an] anti-government movement or whether it's the screening of films that are maybe not officially approved by the government, we don't shy away from that, but what we always tell our colleagues in China is that we promise to always present everything in a fair and balanced way,"" said Jain. The Hollywood Sign is pictured Aug. 23, 2016, in Los Angeles. 
Entertainment industry 
In the past, Hollywood movies have been America's example of soft power. 
Last fall, 16 members of Congress wrote a letter to the Government Accountability Office to express national security concerns about the growing number of Chinese investments in the United States, including in the media and entertainment industry. 
""There is definitely a self-censorship. There is no doubt. I think the most obvious version of that was when self-censorship was not used and it really backfired,"" said Fenton. 
China is close to becoming the top global market at the box office and one that is much desired by Hollywood executives. If China closes that door to certain production studios in Hollywood, it will hurt financially. 
""It's a very large piece of the pie because it's roughly seven billion in dollars,"" Fenton said. ""If you're thinking like a business person, there is a certain creative vision you should have for the content you're making that if you want to call it self-censorship that's fine, or you call it just good business."" Your opinion"
Opposition Cries Foul as Pakistan Cracks Down on Social Media,"Opposition Cries Foul as Pakistan Cracks Down on Social Media share See comments ISLAMABAD, PAKISTAN — 
Taha Siddiqui was relaxing in his living room with his son after work when he received a telephone call. On the other end of the line was a man claiming to be with the counterterrorism department of Pakistan's Federal Investigation Agency. The man, who Siddiqui said identified himself as Nadeem Bodla, a deputy director of the counterterrorism wing in the FIA, told Siddiqui to ""drop everything"" and immediately report to his office. 
""It wasn't a courteous call,"" Siddiqui recalled. ""It was actually a call where he was talking from a point of authority. The tone was intimidating."" 
As a freelance journalist working with several international outlets, Siddiqui had been covering military affairs. 
His work had drawn attention in the past. Journalists who did not know him would sometimes call and urge him to rethink what he was filing, telling him authorities thought he was overstepping a boundary. 
This was the first time, though, that a government entity had officially approached him. The move concerned Siddiqui, who feared an arrest over ""illegal charges"" or the seizure of his equipment that could compromise his work and sources. 
Others questioned, too 
Others, namely political activists and opposition figures, had been called in for questioning based solely on their social media activity. FILE - Pakistani students of Islamic seminaries chant slogans during a rally in support of blasphemy laws, in Islamabad, Pakistan, March 8, 2017. Hundreds of students rallied in the Pakistani capital, Islamabad, urging government to remove blasphemous content from social media and take stern action against those who posted blasphemous content on social media. 
One of them, Salar Sultanzai, tweeted from his handle @MeFixer that the FIA had told him to submit his cellphone and laptop for inspection. 
Siddiqui decided to file a petition of harassment in the Islamabad High Court. 
Interior Minister Ali Khan, in a news conference this week, maintained that the steps taken by the FIA were legal. The constitution, Khan said, barred anyone from demeaning the country's armed forces, its judiciary or its national religion, Islam. 
""I assure you no one is putting any restrictions on social media,"" Khan said, ""but a free-for-all social media is also unacceptable for a democracy."" 
He also said that only 27 social media identities and eight individuals had been identified for questioning and that no one had been arrested or harassed. 
Party activists feel targeted 
Opposition leader Imran Khan, whose PTI party held protests across the country this week, disagreed. He said the government was using excuses to crack down against activists from his party. Others from the party concurred. FILE - Human rights activists hold a picture of Salman Haider, who was missing, during a protest to condemn the disappearances of social media activists in Karachi, Pakistan, Jan. 19, 2017. Haider returned home, more than 20 days after disappearing in Islamabad. 
""This is all political,"" said Faisal Javed Khan of PTI. ""It's political victimization. They're picking our guys because they have been highlighting [Prime Minister] Nawaz Sharif's corruption."" 
Another PTI activist, Shahzad Waseem, said the crackdown went against the norms of freedom of expression. ""Unfortunately, the government in Pakistan is trying to curb the voice of civil society of Pakistan,"" he added. 
The current crackdown has revived memories of the disappearances this year of at least five bloggers. Many in the country blamed the intelligence agency ISI for picking them up for having criticized the military in their social media posts. 
A countrywide uproar led to their return, but they were afraid to speak up about what happened. Most of them and their families reportedly left the country soon afterward. At least one of them told the BBC he had been tortured for pleasure by a government institution linked to the military. 
Rules for social media use 
On Wednesday, Interior Minister Khan directed the relevant government departments to formulate a framework ""which ensures that social media is used as a medium to facilitate positive, constructive and healthy interactions … and not as a tool to propagate false information, pass defamatory comments, ridicule or humiliate sacred personalities, national institutions or jeopardizing social, religious and cultural values of any community."" 
He has also requested that the national assembly speaker reach out to all political parties over this issue. 
Meanwhile, Siddiqui is waiting for his hearing next week to find out why he was approached over his journalistic work. Your opinion"
US-China Ties in Arts and Education Deepen,"LOS ANGELES — On the political and military front, U.S.-China relations have been an often-tense dance between governments. However, in arts and education, many say the relationship is deepening. There is debate among Americans as to whether the ties are positive or negative.
Some say this is progress that is reaping economic and cultural benefits for citizens in both countries.
""When people collaborate on making anything artistic, there's an emotional pull inside of that and if it works well, you not only have a great business, you also have a great diplomatic cohesion between the two countries,"" said Chris Fenton, U.S.-Asia Institute Trustee and the President of DMG Entertainment.
In August, Fenton will be taking a group of U.S. lawmakers to China to look at the country's growing entertainment and media industry, with the hope of even more Chinese investment in Hollywood.
On Jan. 21, 2011, then-Chinese President Hu Jintao visits the The Confucius Institute which is housed at Walter Payton College Preparatory High School in Chicago.
Chinese language and culture
China has also been investing in educating Americans in language and culture through its Confucius Institutes. Mandarin immersion kindergarten teacher Carol Chen says the University of California Los Angeles Confucius Institute has been a good resource for her and her students.
""For example, books and also resources of our Chinese cultures. One of the years, they actually brought Chinese folk culture tradition to the campus,"" said Chen, who teaches at Broadway Elementary, a dual language immersion school.
Funded by the Chinese government, there are nearly 500 Confucius Institutes globally, most on university campuses. The UCLA Confucius Institute taps into the local Mandarin-speaking population to develop a pipeline of Mandarin teachers. It also provides cross-cultural programs in the arts.
""Bringing more artists together and exposing them to each other's culture and to shared cultural experience with China, you're sort of training, sort of a new generation of diplomats,"" said Susan Pertel Jain, UCLA Confucius Institute Executive Director.
But long-time critic and academic Perry Link says Confucius Institutes are an example of China's soft power.
""Soft power is cultural or educational things that cause people in other countries to view one's own country in a more friendly way. To reach out into the world with soft power is a new thing from the Chinese government's point of view, but an important thing because the rest of the successful world seems to be doing it,"" said Link, who is the University of California Riverside's Chancellorial Chair for Innovation in Teaching Across Disciplines.
But Link says the presence of the Confucius Institutes on university campuses is dangerous because it often limits academic freedom to discuss China's human rights issues.
""It's induced self-censorship. That is, ‘We are going to give you these funds and you can invite speakers about China and the fund comes from Beijing and you know that and we know that.’ Now, as the director of a Confucius Institute, do you think, ‘Oh, I'll invite the Dalai Lama’ to speak? No.Of course you don't do that,"" Link said.
But Jain said the UCLA Confucius Institute does not back away from touchy topics.
""Whether it's artists that we present there who were active in sort of [an] anti-government movement or whether it's the screening of films that are maybe not officially approved by the government, we don't shy away from that, but what we always tell our colleagues in China is that we promise to always present everything in a fair and balanced way,"" said Jain.
The Hollywood Sign is pictured Aug. 23, 2016, in Los Angeles.
Entertainment industry
In the past, Hollywood movies have been America's example of soft power.
Last fall, 16 members of Congress wrote a letter to the Government Accountability Office to express national security concerns about the growing number of Chinese investments in the United States, including in the media and entertainment industry.
""There is definitely a self-censorship. There is no doubt. I think the most obvious version of that was when self-censorship was not used and it really backfired,"" said Fenton.
China is close to becoming the top global market at the box office and one that is much desired by Hollywood executives. If China closes that door to certain production studios in Hollywood, it will hurt financially.
""It's a very large piece of the pie because it's roughly seven billion in dollars,"" Fenton said. ""If you're thinking like a business person, there is a certain creative vision you should have for the content you're making that if you want to call it self-censorship that's fine, or you call it just good business."""
Trump's Budget Director: Health Care Bill Would Curtail Health Care Costs,"Trump's Budget Director: Health Care Bill Would Curtail Health Care Costs share See comments WASHINGTON — 
U.S. President Donald Trump's budget director told the Senate Budget Committee Thursday that Republican legislation aimed at revamping the nation's health care law would curtail the growth of health care costs. 
The nonpartisan Congressional Budget Office (CBO) issued a report Wednesday estimating the bill, which narrowly passed the House of Representatives earlier this month, would achieve $119 billion in savings over 10 years. 
Office of Management and Budget Director Mick Mulvaney told lawmakers that the bill would achieve savings through ""structural changes"" that would ""put the states much more in control over how they administer health care at the local level."" 
The savings would result from relaxing requirements on the quality of coverage insurers would have to provide and because of cuts in the number of people who would be covered under the current law's expansion of Medicaid, a state-based program for low-income people. 
Sanders critical of measure 
The measure was harshly criticized by independent Senator and former presidential hopeful Bernie Sanders, who said the House bill is reflective of Trump's proposal to cut $3.6 trillion in government spending over the next decade, partially by cutting taxes for wealthy Americans. 
""If you are a member of the Trump family, you may receive a tax break of up to $4 billion,"" Sanders said. ""But if you are a child of a low-income family, you could well lose the health insurance you currently have through the children's health insurance program and massive cuts to Medicaid."" 
The CBO estimates 23 million Americans would lose health insurance over a 10-year period under the Republican health care bill. U.S. Sen. Bernie Sanders, I-Vt, speaks at a Democratic National Committee rally, April 21, 2017, in Mesa, Arizona. 
Higher deductibles 
The CBO analysis gives the public an estimate of the impact the measure would have on health coverage, premiums and the nation's budget. In addition to pared down coverage, many consumers would face higher deductibles under the bill, which was narrowly approved 217-213 on May 4. 
Replacing the Affordable Care Act, commonly known as Obamacare, was a priority of Donald Trump during his presidential campaign, and of Republican lawmakers since its enactment in 2010. 
The CBO issued two reports on earlier versions of the Republican legislation, called the American Health Care Act, in March. Both concluded that the bill would increase the number of uninsured Americans by 24 million over a period of 10 years. 
The reports also projected the bill would increase premiums by an average of 15 to 20 percent over a 2-year period, but push them 10 percent lower than they would otherwise be by 2026. 
Some conservative and moderate Republican lawmakers abandoned their support for the measure and crafted new language for a revised bill that narrowly won House approval. 
More decisions for states 
The new provisions would allow states to permit insurance companies to increase premiums on some people with pre-existing conditions and waive the federal ""essential health benefits"" requirement. States also would get permission to allow insurers to charge higher premiums for older people. 
Democratic lawmakers have attacked the changes, maintaining they are designed to victimize people with serious health problems that require expensive medical care. 
The latest bill would cut taxes by about $1 trillion over a decade, mostly for higher income people and health insurers, the CBO said. It would replace former U.S. president Barack Obama's tax subsidies for health insurance consumers with tax credits based largely on age instead of income. Your opinion"
